,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
17,tacos-san-lucas-bronx,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.83847, 'longitude': -73.91864}",(718) 484-3198,233.51598226340238,U3KLPBFdWlkqdrywf1lvug,https://s3-media3.fl.yelpcdn.com/bphoto/9_NLu8Y8nIJzUO6KvwqPCw/o.jpg,False,"{'address1': '1320 A Jerome Ave', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['1320 A Jerome Ave', 'Bronx, NY 10452']}",Tacos San Lucas,+17184843198,,3.5,3,"['delivery', 'pickup']",https://www.yelp.com/biz/tacos-san-lucas-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
18,angiolina-restaurant-bronx,"[{'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 40.83848, 'longitude': -73.91871}",(718) 618-0650,250.41705096697385,ApQ4j2ZBGyguH9ar2djvzQ,https://s3-media1.fl.yelpcdn.com/bphoto/Lri6TD3DLO-iLB1xw0GjWg/o.jpg,False,"{'address1': '1322 A Jerome Ave', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['1322 A Jerome Ave', 'Bronx, NY 10452']}",Angiolina Restaurant,+17186180650,,4.5,2,[],https://www.yelp.com/biz/angiolina-restaurant-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
19,cafe-cosina-bronx,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.8389885870506, 'longitude': -73.9183833450079}",(347) 297-7890,296.29095185845387,UbQnr7-7OO3IYUK1GIG3gQ,https://s3-media2.fl.yelpcdn.com/bphoto/RZKyQ_t31WwjIUFr20ygxQ/o.jpg,False,"{'address1': '1350 Jerome Ave', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['1350 Jerome Ave', 'Bronx, NY 10452']}",Cafe Cosina,+13472977890,$,3.5,7,[],https://www.yelp.com/biz/cafe-cosina-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
20,167-street-nonnas-pizza-new-york,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.8343999832869, 'longitude': -73.9169825613499}",(718) 293-3333,375.39071450365407,Oo6OW14bSoyUEfHl4W8uJA,https://s3-media1.fl.yelpcdn.com/bphoto/a23Jjrj2dR1_cowcnlrXCA/o.jpg,False,"{'address1': '191 E 167th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10456', 'country': 'US', 'state': 'NY', 'display_address': ['191 E 167th St', 'New York, NY 10456']}",167 Street Nonna's Pizza,+17182933333,$,3.0,6,[],https://www.yelp.com/biz/167-street-nonnas-pizza-new-york?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
21,nano-billiard-cafe-new-york,"[{'alias': 'dominican', 'title': 'Dominican'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.8345206826925, 'longitude': -73.9173245429993}",,380.09599281164236,WHsA01rUhNChuFJWPJ_Rog,,False,"{'address1': '185 E 167th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10456', 'country': 'US', 'state': 'NY', 'display_address': ['185 E 167th St', 'New York, NY 10456']}",Nano Billiard Cafe,,,4.0,4,[],https://www.yelp.com/biz/nano-billiard-cafe-new-york?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
22,popeyes-louisiana-kitchen-bronx-4,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 40.8396192, 'longitude': -73.9177011}",(347) 591-1456,386.6904252653214,aUIFK8rGAtuitIkK6Rv2Nw,https://s3-media1.fl.yelpcdn.com/bphoto/AsnLVTpAUfRY9lmqbdQimA/o.jpg,False,"{'address1': '1380 Jerome Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['1380 Jerome Ave', 'Bronx, NY 10452']}",Popeyes Louisiana Kitchen,+13475911456,$$$$,1.5,10,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-bronx-4?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
23,burger-king-bronx,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'latitude': 40.8398216, 'longitude': -73.9177977}",,386.6904252653214,AoK8EOryhMBZFmyrQm38Gg,,False,"{'address1': '1380 Jerome Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['1380 Jerome Ave', 'Bronx, NY 10452']}",Burger King,,,3.5,4,['delivery'],https://www.yelp.com/biz/burger-king-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
24,bestia-kitchen-bronx,"[{'alias': 'tapas', 'title': 'Tapas Bars'}]","{'latitude': 40.84023, 'longitude': -73.9217199}",(201) 285-9711,395.69935948679665,bkqX7dLzl-yTbkZa-2o7hw,https://s3-media1.fl.yelpcdn.com/bphoto/8jFc0ICVGQfIQd_GFVf3Xg/o.jpg,False,"{'address1': '1353 Edward L Grant', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['1353 Edward L Grant', 'Bronx, NY 10452']}",Bestia Kitchen,+12012859711,,4.0,1,[],https://www.yelp.com/biz/bestia-kitchen-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
25,carls-steaks-bronx,"[{'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 40.8404019155625, 'longitude': -73.9194887407227}",,407.6382655603959,zJuzNI0yhWIHke-gh_Y5Vw,https://s3-media2.fl.yelpcdn.com/bphoto/ypbYEuSeC0uNH2MGmNio_Q/o.jpg,False,"{'address1': '161 St And River Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['161 St And River Ave', 'Bronx, NY 10452']}",Carl's Steaks,,$,4.0,9,[],https://www.yelp.com/biz/carls-steaks-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
26,kennedy-fried-chicken-bronx-41,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 40.833995, 'longitude': -73.917109}",(718) 588-0999,418.5855234833909,kKSZx1UoKgwiQFJe5qMoag,https://s3-media2.fl.yelpcdn.com/bphoto/y0ShD_8oZXgj07039KJb8Q/o.jpg,False,"{'address1': '198 E 167th St', 'address2': None, 'address3': None, 'city': 'Bronx', 'zip_code': '10456', 'country': 'US', 'state': 'NY', 'display_address': ['198 E 167th St', 'Bronx, NY 10456']}",Kennedy Fried Chicken,+17185880999,$,4.0,7,[],https://www.yelp.com/biz/kennedy-fried-chicken-bronx-41?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
27,subway-bronx-77,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.8398668, 'longitude': -73.9171346}",(718) 681-6268,428.33888621547885,cE4p-7WHnh0jy_kEGlJm0A,https://s3-media2.fl.yelpcdn.com/bphoto/dAMWWZIeudMPRCcld2LkHQ/o.jpg,False,"{'address1': '18 E 170th St', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['18 E 170th St', 'Bronx, NY 10452']}",Subway,+17186816268,,5.0,1,[],https://www.yelp.com/biz/subway-bronx-77?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
28,emergency-snack-bar-bronx,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'dominican', 'title': 'Dominican'}]","{'latitude': 40.8407664, 'longitude': -73.9216364}",(347) 270-5445,453.2417807125019,LNDhsgGBl07076Afd3trfw,https://s3-media1.fl.yelpcdn.com/bphoto/DFcaNPJsu70--m7WXbQ7xA/o.jpg,False,"{'address1': '1354 Edward L Grant Hwy', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['1354 Edward L Grant Hwy', 'Bronx, NY 10452']}",Emergency Snack Bar,+13472705445,$,2.5,43,"['delivery', 'pickup']",https://www.yelp.com/biz/emergency-snack-bar-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
29,johnnys-fried-chicken-and-comida-hispana-highbridge,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'dominican', 'title': 'Dominican'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 40.8405685, 'longitude': -73.9220505}",(718) 681-0641,454.0598039886414,W-jLQoRK9OAKCuyyaPtPDA,https://s3-media1.fl.yelpcdn.com/bphoto/j_uln9Yaf6-UPGY47Mm60Q/o.jpg,False,"{'address1': '1350 Shakespeare Ave', 'address2': '', 'address3': '', 'city': 'Highbridge', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['1350 Shakespeare Ave', 'Highbridge, NY 10452']}",Johnny's Fried Chicken & Comida Hispana,+17186810641,,3.5,4,[],https://www.yelp.com/biz/johnnys-fried-chicken-and-comida-hispana-highbridge?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
30,munch-time-diner-bronx,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.8399606, 'longitude': -73.9168665}",(718) 992-7347,459.88812563623776,b62efwGBmISZelEpP_nCgQ,https://s3-media4.fl.yelpcdn.com/bphoto/vddIRsY7PGUafdLaV3QHOQ/o.jpg,False,"{'address1': '21 E 170th St', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['21 E 170th St', 'Bronx, NY 10452']}",Munch Time Diner,+17189927347,$,4.0,20,[],https://www.yelp.com/biz/munch-time-diner-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
31,wendys-bronx-6,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.84057, 'longitude': -73.917791}",(718) 681-0483,472.87979068911477,R5VvLOLiS-3Xj1yqMyFQEw,https://s3-media3.fl.yelpcdn.com/bphoto/5bFP8MiStFqJIVBCUliWOw/o.jpg,False,"{'address1': '19 W 170th St', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['19 W 170th St', 'Bronx, NY 10452']}",Wendy's,+17186810483,$,2.0,8,[],https://www.yelp.com/biz/wendys-bronx-6?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
