,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,la-isla-cuchifrito-bronx,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]","{'latitude': 40.81711, 'longitude': -73.92271}",(718) 665-3600,295.6363997368869,zSYBOWCzhz9aHJX0Nt6fhg,https://s3-media4.fl.yelpcdn.com/bphoto/_6mAjW4X9LT8jHlgHnK2CQ/o.jpg,False,"{'address1': '276 E 149th St', 'address2': None, 'address3': None, 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['276 E 149th St', 'Bronx, NY 10451']}",La Isla Cuchifrito,+17186653600,$,4.5,22,[],https://www.yelp.com/biz/la-isla-cuchifrito-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
11,sams-restaurants-bronx,"[{'alias': 'restaurants', 'title': 'Restaurants'}]","{'latitude': 40.819664, 'longitude': -73.926368}",(718) 665-5594,304.0483055349745,nDHc8VHf3CcTzXvSjj0DZw,,False,"{'address1': '596 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['596 Grand Concourse', 'Bronx, NY 10451']}",Sam's Restaurants,+17186655594,,5.0,1,[],https://www.yelp.com/biz/sams-restaurants-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
12,sams-soul-food-restaurant-bar-and-lounge-bronx,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 40.819665, 'longitude': -73.92637}",(718) 665-5341,308.2365457259923,YxXu-Tx7ZpYNbMCeQ8092A,https://s3-media1.fl.yelpcdn.com/bphoto/cgoS9TaqotJSqZUxbcqubg/o.jpg,False,"{'address1': '596-598 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['596-598 Grand Concourse', 'Bronx, NY 10451']}",Sam's Soul Food Restaurant Bar & Lounge,+17186655341,$$,3.5,57,[],https://www.yelp.com/biz/sams-soul-food-restaurant-bar-and-lounge-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
13,great-wall-chinese-restaurant-bronx,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.8196182250977, 'longitude': -73.926383972168}",(718) 993-5420,312.203159837554,1SVf6bO7gWm6HWlupMF15Q,https://s3-media3.fl.yelpcdn.com/bphoto/03jJIvFzOL0DMVyv1cjmaw/o.jpg,False,"{'address1': '594 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['594 Grand Concourse', 'Bronx, NY 10451']}",Great Wall Chinese Restaurant,+17189935420,$,2.5,13,[],https://www.yelp.com/biz/great-wall-chinese-restaurant-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
14,dragon-yuan-bronx,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.8168999, 'longitude': -73.92282}",(718) 993-8898,319.18974099673,6whhXAV-C9L9oM9yAV6cbg,https://s3-media2.fl.yelpcdn.com/bphoto/FTLknsXhOJYHcoI5n6EJpw/o.jpg,False,"{'address1': '526 Morris Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['526 Morris Ave', 'Bronx, NY 10451']}",Dragon Yuan,+17189938898,,2.5,2,[],https://www.yelp.com/biz/dragon-yuan-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
15,yolanda-restaurant-and-pizzeria-bronx,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.817, 'longitude': -73.9218099}",(718) 993-2709,320.4654008052413,wl3LJo1MpZFUyzPQlt8G8A,https://s3-media2.fl.yelpcdn.com/bphoto/D-uUQm9JeukHmNqeaVkn9Q/o.jpg,False,"{'address1': '292 E 149th St', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['292 E 149th St', 'Bronx, NY 10451']}",Yolanda Restaurant & Pizzeria,+17189932709,$$,3.0,47,[],https://www.yelp.com/biz/yolanda-restaurant-and-pizzeria-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
16,janeydi-bakery-corp-bronx,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.8167973181165, 'longitude': -73.9229196310043}",(646) 606-4622,332.63150678054274,D6tlUffxf4kVqWg_crL2NA,https://s3-media4.fl.yelpcdn.com/bphoto/k4pbUKpiXCzvSTuhZIoZqw/o.jpg,False,"{'address1': '524 Morris Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['524 Morris Ave', 'Bronx, NY 10451']}",Janeydi Bakery Corp,+16466064622,$,4.5,3,[],https://www.yelp.com/biz/janeydi-bakery-corp-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
17,merry-land-chinese-restaurant-bronx,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.8170776367188, 'longitude': -73.9204940795898}",(718) 993-3608,352.50120550060564,_oBzmIJyf4WmrYu7Njj5Xg,https://s3-media1.fl.yelpcdn.com/bphoto/bvPuDQJmR1OgqY7QWa5a3Q/o.jpg,False,"{'address1': '325 E 149th St', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['325 E 149th St', 'Bronx, NY 10451']}",Merry Land Chinese Restaurant,+17189933608,$,2.5,14,[],https://www.yelp.com/biz/merry-land-chinese-restaurant-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
18,los-hermanos-salazar-bronx,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.8189, 'longitude': -73.91862}",(917) 471-8320,355.9684601582662,NlouHE3sXGxeLn7UdXsvzg,https://s3-media2.fl.yelpcdn.com/bphoto/9k34i9G8tObjEQbd9OjD3Q/o.jpg,False,"{'address1': '645 Courtland Ave', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['645 Courtland Ave', 'Bronx, NY 10451']}",Los Hermanos Salazar,+19174718320,,4.0,3,"['pickup', 'delivery']",https://www.yelp.com/biz/los-hermanos-salazar-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
19,bickles-2-go-bronx-4,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.81902, 'longitude': -73.91855}",(347) 963-4184,356.269211162397,s9ZnveHKnRF89mH9vG-Ylw,https://s3-media2.fl.yelpcdn.com/bphoto/3wTOFg6Ilg41x4w9GH-Omg/o.jpg,False,"{'address1': '647 Courtlandt Ave', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['647 Courtlandt Ave', 'Bronx, NY 10451']}",Bickles 2 Go,+13479634184,$,4.5,21,[],https://www.yelp.com/biz/bickles-2-go-bronx-4?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
20,mcdonalds-bronx-8,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.8198999, 'longitude': -73.92697}",(718) 402-8608,361.6093072590606,bpAV8389NqHP27dZfcDyug,https://s3-media2.fl.yelpcdn.com/bphoto/S4qH8of23WfoEyDgS7QeGA/o.jpg,False,"{'address1': '597-99 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['597-99 Grand Concourse', 'Bronx, NY 10451']}",McDonald's,+17184028608,$,2.0,10,[],https://www.yelp.com/biz/mcdonalds-bronx-8?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
21,g-bar-bronx,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.8194, 'longitude': -73.927237}",(718) 402-6996,374.07517141593786,iK5SXhZj05XE2h7TrY7kIg,https://s3-media3.fl.yelpcdn.com/bphoto/SuamjtBFDcssFEuKvuRndg/o.jpg,False,"{'address1': '575 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['575 Grand Concourse', 'Bronx, NY 10451']}",G-Bar,+17184026996,$$,3.0,100,[],https://www.yelp.com/biz/g-bar-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
22,popeyes-louisiana-kitchen-bronx-15,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.819014, 'longitude': -73.927112}",(718) 708-6650,380.1712026248588,G97CYDJF4kHhsWDHOxEuWQ,https://s3-media2.fl.yelpcdn.com/bphoto/_ixIagqaKfwrqoYY-3T-nA/o.jpg,False,"{'address1': '557 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['557 Grand Concourse', 'Bronx, NY 10451']}",Popeyes Louisiana Kitchen,+17187086650,$,3.0,7,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-bronx-15?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
23,giovanni-bronx-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.81942, 'longitude': -73.92714}",(718) 402-6996,380.9099233532506,v8QYySx4JP_efixzTnaGGA,https://s3-media1.fl.yelpcdn.com/bphoto/7AZjOaBPxJqIQdeKuUxBSA/o.jpg,False,"{'address1': '579 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['579 Grand Concourse', 'Bronx, NY 10451']}",Giovanni,+17184026996,$$,2.5,268,"['pickup', 'delivery']",https://www.yelp.com/biz/giovanni-bronx-2?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
24,burger-king-bronx-14,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.819096, 'longitude': -73.927409}",(718) 708-6691,403.5722333153522,Ml3Xfm11NI30BER9LD0hkg,https://s3-media4.fl.yelpcdn.com/bphoto/ITrFr17Je6lTxPr_dt-wsg/o.jpg,False,"{'address1': '557 Grand Concourse Frnt 2', 'address2': None, 'address3': None, 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['557 Grand Concourse Frnt 2', 'Bronx, NY 10451']}",Burger King,+17187086691,,2.5,2,['delivery'],https://www.yelp.com/biz/burger-king-bronx-14?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
25,la-chiqui-restaurant-bronx,"[{'alias': 'dominican', 'title': 'Dominican'}]","{'latitude': 40.8233528648988, 'longitude': -73.9238891662151}",(718) 975-7373,408.98719022223264,0RRl-QoQ9XcBJVwSIoX9wg,https://s3-media2.fl.yelpcdn.com/bphoto/C0quxH4PB_UV7hW4Fz_kgA/o.jpg,False,"{'address1': '760 Grand Concourse', 'address2': None, 'address3': 'Bronx Ny', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['760 Grand Concourse', 'Bronx Ny', 'Bronx, NY 10451']}",La Chiqui Restaurant,+17189757373,$$,5.0,5,"['pickup', 'delivery']",https://www.yelp.com/biz/la-chiqui-restaurant-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
26,brothers-seafood-new-york,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'southern', 'title': 'Southern'}]","{'latitude': 40.8212890625, 'longitude': -73.9273147583008}",(347) 666-1021,422.0201126635964,JMUc5N8zswGvVv6t24wgyw,https://s3-media1.fl.yelpcdn.com/bphoto/tufxiCdnShqUEgavjyGLxw/o.jpg,False,"{'address1': '632 Walton Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['632 Walton Ave', 'New York, NY 10451']}",Brothers Seafood,+13476661021,$,4.0,25,"['pickup', 'delivery']",https://www.yelp.com/biz/brothers-seafood-new-york?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
27,mister-pizza-lizette-dollar-pizza-west-bronx,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'food', 'title': 'Food'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.8188889386495, 'longitude': -73.9277797948618}",,438.05530158826184,ul736Bd9-ZdUeWgAJAZ1Fg,https://s3-media4.fl.yelpcdn.com/bphoto/li6VB3egKnNCcTs4_3c_kg/o.jpg,False,"{'address1': '155 East 149th St', 'address2': '', 'address3': '', 'city': 'West Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['155 East 149th St', 'West Bronx, NY 10451']}",Mister Pizza Lizette Dollar Pizza,,,2.5,3,[],https://www.yelp.com/biz/mister-pizza-lizette-dollar-pizza-west-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
28,glen-roy-bar-bronx,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.81898, 'longitude': -73.9279}",(718) 993-9804,444.6231798755258,_UNgoCWZtfyL_8J-1OPxHQ,https://s3-media1.fl.yelpcdn.com/bphoto/1VPbhgSMj9yZZy3zkDNzmQ/o.jpg,False,"{'address1': '145 E 149th St', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['145 E 149th St', 'Bronx, NY 10451']}",Glen Roy Bar,+17189939804,$,4.5,13,"['pickup', 'delivery']",https://www.yelp.com/biz/glen-roy-bar-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
29,the-best-roma-pizza-west-bronx,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.8164166070429, 'longitude': -73.9197880222623}",,448.02554107098393,F2S-_Lni0yLe-ObZgyiWJA,,False,"{'address1': '352 Courtlandt Ave', 'address2': '', 'address3': '', 'city': 'West Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['352 Courtlandt Ave', 'West Bronx, NY 10451']}",The Best Roma Pizza,,,5.0,1,[],https://www.yelp.com/biz/the-best-roma-pizza-west-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
30,149-grill-bronx,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.81685, 'longitude': -73.91911}",(718) 665-0284,456.22707281567955,TfIvCgc2XgYqzyif-Cytqw,https://s3-media1.fl.yelpcdn.com/bphoto/C_fgotdsai1kCwnvHTWChQ/o.jpg,False,"{'address1': '355 East 149th St', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10455', 'country': 'US', 'state': 'NY', 'display_address': ['355 East 149th St', 'Bronx, NY 10455']}",149 Grill,+17186650284,$,3.0,9,[],https://www.yelp.com/biz/149-grill-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
31,pepe-joes-brick-oven-pizza-bronx,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.820786, 'longitude': -73.917273}",(718) 585-4922,470.9045023660935,W7JHjVUbTkh8J8x58ArH0w,https://s3-media4.fl.yelpcdn.com/bphoto/bC0XMn6OYUiG_Hboul3PFw/o.jpg,False,"{'address1': '722 Courtlandt Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['722 Courtlandt Ave', 'Bronx, NY 10451']}",Pepe Joe's Brick Oven Pizza,+17185854922,,3.0,7,[],https://www.yelp.com/biz/pepe-joes-brick-oven-pizza-bronx?adjust_creative=quzn37YzA9S6n_MFPmB6hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=quzn37YzA9S6n_MFPmB6hg
